TERM,COURSE,ENRL,MEDIAN
14F,MATH-023-01,44,B+
14F,MATH-023-03,44,B+
14F,MATH-025-01,36,A-
14F,MATH-031-01,23,A-
14F,MATH-036-01,15,B+
14F,MATH-071-01,12,A-
14F,MATH-086-01,20,B
14F,MUS-001-01,25,A-
14F,MUS-005-01,50,A-
14F,MUS-006-01,20,A-
14F,MUS-020-01,16,A-
14F,MUS-025-01,13,A
14F,MUS-051-01,28,A
14F,NAS-008-01,42,A-
14F,NAS-018-01,28,A
14F,NAS-025-01,39,A-
14F,NAS-036-01,35,B+
14F,NAS-042-01,17,A
14F,NAS-048-01,13,A-
14F,PBPL-042-01,38,B+
14F,PBPL-045-01,31,A-
14F,PBPL-052-01,27,B+
14F,PBPL-085-01,12,A
14F,PBPL-81.09-01,16,A-
14F,PBPL-82.02-01,11,A-
14F,PHIL-003-01,28,B+
14F,PHIL-01.01-01,28,B+
14F,PHIL-01.02-01,17,A-
14F,PHIL-010-01,22,B
14F,PHIL-011-01,16,A-
14F,PHIL-029-01,15,B+
14F,PHIL-050-90,11,A-
14F,PHIL-09.01-01,30,A-
14F,PHIL-09.02-01,23,A-
14F,PHYS-003-01,98,A-
14F,PHYS-013-01,104,B+
14F,PHYS-013-02,104,B+
14F,PHYS-015-01,41,A
14F,PHYS-019-01,11,A
14F,PHYS-043-01,16,A-/B+
14F,PORT-062-01,11,A
14F,PSYC-001-01,159,B+
14F,PSYC-006-01,73,B+
14F,PSYC-010-01,62,A-/B+
14F,PSYC-011-01,26,B+
14F,PSYC-024-01,71,B
14F,PSYC-040-01,30,A-
14F,PSYC-045-01,35,A-
14F,PSYC-053-01,24,B+
14F,PSYC-065-01,23,B
14F,PSYC-065-02,26,B
14F,PSYC-50.04-01,34,B+
14F,PSYC-51.02-01,31,B+
14F,PSYC-51.03-01,31,A-
14F,PSYC-51.05-01,23,B+
14F,PSYC-60.01-01,13,A-
14F,QBS-175-01,10,B+
14F,REL-001-01,35,A-
14F,REL-004-01,16,A-
14F,REL-006-01,48,B+
14F,REL-011-01,54,A-
14F,REL-065-01,271,A-
14F,REL-19.06-01,18,A-
14F,REL-32.02-01,16,A-
14F,REL-57.01-01,11,A-
14F,REL-80.02-01,18,A-
14F,RUSS-001-01,14,A-
14F,RUSS-013-01,30,A
14F,RUSS-027-01,13,A-
14F,RUSS-38.01-01,10,A-
14F,SART-015-01,15,A
14F,SART-015-02,15,A
14F,SART-015-03,13,A
14F,SART-017-01,13,A
14F,SOCY-001-01,89,B
14F,SOCY-010-01,29,B+
14F,SOCY-015-01,21,B+
14F,SOCY-023-01,18,A-
14F,SOCY-027-01,36,A-
14F,SOCY-032-01,44,B+
14F,SOCY-035-01,25,A
14F,SOCY-037-01,16,A
14F,SOCY-062-01,26,A-
14F,SOCY-067-01,11,A-
14F,SOCY-068-01,29,B+
14F,SOCY-49.08-01,37,A-
14F,SOCY-49.19-01,56,A-
14F,SPAN-001-01,16,A-
14F,SPAN-001-02,17,A-
14F,SPAN-001-03,18,B+
14F,SPAN-001-04,11,A
14F,SPAN-002-01,13,A-
14F,SPAN-002-02,18,A-
14F,SPAN-002-03,18,A-
14F,SPAN-002-04,18,A-
14F,SPAN-002-05,17,A-
14F,SPAN-003-02,15,A-
14F,SPAN-003-04,15,A-
14F,SPAN-003-06,10,A-
14F,SPAN-009-01,18,A
14F,SPAN-009-02,16,A-
14F,SPAN-009-03,18,A
14F,SPAN-020-01,14,A-
14F,SPAN-020-02,13,A
14F,SPAN-024-90,17,A-
14F,SPAN-032-01,13,A-
14F,SPAN-034-90,17,A-
14F,SPAN-036-90,17,A
14F,SPAN-053-01,16,A-
14F,SPAN-40.01-01,15,A
14F,SPAN-65.01-01,11,A-
14F,SPEE-020-01,14,A/A-
14F,SPEE-020-02,14,A
14F,SPEE-034-01,10,A-
14F,THEA-015-01,13,A-
14F,THEA-026-01,12,A
14F,THEA-030-01,16,A
14F,THEA-030-02,15,A
14F,THEA-030-03,18,A
14F,THEA-040-01,14,A
14F,THEA-044-01,11,A-
14F,THEA-090-01,11,A
14F,THEA-10.01-01,18,A
14F,THEA-10.06-01,17,A-
14F,THEA-10.07-01,10,A-
14F,TUCK-002-01,117,A-
14F,TUCK-002-02,117,A-
14F,WGST-010-01,23,A-
14F,WGST-010-02,18,A-
14F,WGST-010-03,19,A
14F,WGST-010-04,11,A
14F,WGST-26.02-01,26,A-
14F,WGST-33.07-01,26,A-
14F,WGST-40.01-01,17,A
14F,WGST-49.05-01,32,A
14F,WGST-59.05-01,17,A-
14F,WGST-66.05-01,13,A
14F,WGST-80.06-01,16,A-
14F,WRIT-002-01,15,A
14F,WRIT-002-02,14,B+/B
14F,WRIT-002-03,14,B+
14F,WRIT-002-04,12,A-/B+
14F,WRIT-002-05,14,B+
14F,WRIT-002-06,15,A-
14F,WRIT-002-07,15,B+
14F,WRIT-002-08,15,B+
14F,WRIT-005-01,16,B+
14F,WRIT-005-02,16,A/A-
14F,WRIT-005-04,15,A-
14F,WRIT-005-05,15,A
14F,WRIT-005-06,15,B+
14F,WRIT-005-07,14,B+
14F,WRIT-005-08,16,A-
14F,WRIT-005-09,16,A-
14F,WRIT-005-10,15,A-
14F,WRIT-005-11,16,A-
14F,WRIT-005-12,16,A-/B+
14F,WRIT-005-13,16,A
14F,WRIT-005-14,16,A
14F,WRIT-005-15,12,A
14F,WRIT-005-16,16,A-
14F,WRIT-005-17,16,B+
14F,WRIT-005-18,15,B+
14F,WRIT-005-19,16,A-
14F,WRIT-005-20,16,A
14F,WRIT-005-21,16,A-
14F,WRIT-005-22,16,B+
14F,WRIT-005-23,16,A
14F,WRIT-005-24,16,A-
14F,WRIT-005-25,16,A
14F,WRIT-005-26,16,A
14F,WRIT-005-27,16,B+
14F,WRIT-005-28,15,A-
14F,WRIT-005-29,16,A-
14F,WRIT-005-30,16,A-
14F,WRIT-005-31,16,A-
14F,WRIT-005-32,15,B+
14F,WRIT-005-33,16,A-
14F,WRIT-005-34,16,B+
15F,AAAS-010-01,20,A-
15F,AAAS-011-01,12,B+
15F,AAAS-012-01,14,B+
15F,AAAS-019-01,17,B+
15F,AAAS-035-01,10,A-/B+
15F,AAAS-052-01,19,B+
15F,AAAS-39.01-01,24,A
15F,AAAS-80.06-01,21,B
15F,AAAS-83.05-01,23,A
15F,AMES-008-01,28,A-
15F,AMES-030-01,35,A
15F,AMES-045-01,23,A-
15F,AMES-21.09-01,33,A
15F,AMES-41.09-01,15,A-
15F,AMES-42.06-01,17,B+
15F,AMES-42.10-01,10,A
15F,ANTH-001-01,56,B
15F,ANTH-006-01,69,A-
15F,ANTH-018-01,12,A-
15F,ANTH-030-01,29,A-
15F,ANTH-037-01,19,B+
15F,ANTH-040-01,11,A-
15F,ANTH-058-01,21,B+
15F,ANTH-060-01,16,B+
15F,ANTH-073-01,18,A-
15F,ANTH-075-01,12,A-
15F,ANTH-12.02-01,27,A-
15F,ANTH-12.16-01,30,A-
15F,ARAB-001-02,14,A
15F,ARAB-001-04,10,A
15F,ARAB-031-01,14,A
15F,ARAB-62.02-1,17,A
15F,ARTH-001-01,47,B+
15F,ARTH-16.19-01,20,A
15F,ARTH-16.20-01,41,A-
15F,ARTH-17.05-01,13,A-
15F,ARTH-17.09-01,12,A
15F,ARTH-17.13-01,10,A
15F,ASTR-002-01,33,B+
15F,ASTR-003-01,18,A-
15F,BIOL-002-01,89,B+
15F,BIOL-012-01,51,B
15F,BIOL-012-02,49,B
15F,BIOL-014-01,66,B
15F,BIOL-016-01,26,B
15F,BIOL-024-01,11,B+
15F,BIOL-040-01,65,B
15F,BIOL-046-01,13,B+
15F,BIOL-048-01,10,A-
15F,BIOL-11.01-01,58,B+/B
15F,BIOL-52.02-01,12,A-/B+
15F,CHEM-005-01,86,B
15F,CHEM-006-01,34,B
15F,CHEM-010-01,25,A-
15F,CHEM-051-01,80,B
15F,CHIN-001-01,14,A
15F,CHIN-001-02,11,A
15F,CHIN-001-03,11,A
15F,CHIN-004-01,13,A-
15F,CHIN-004-02,20,A-
15F,CHIN-004-03,20,A
15F,CHIN-042-01,11,A
15F,CHIN-61.02-01,14,A
15F,CHIN-63.02-01,10,A
15F,CLST-005-01,19,A-
15F,CLST-006-01,25,A-
15F,CLST-014-01,33,A-
15F,CLST-020-01,13,A-
15F,CLST-029-90,10,B+/B
15F,CLST-030-91,10,A-/B+
15F,CLST-031-90,10,A-
15F,COCO-01.02-01,10,A-
15F,COCO-01.03-01,18,A-
15F,COCO-015-01,24,A
15F,COLT-001-01,49,A
15F,COLT-10.14-01,41,A-
15F,COLT-35.01-1,17,A
15F,COLT-35.02-01,12,A
15F,COLT-40.01-01,17,A-
15F,COLT-66.01-01,33,A
15F,COSC-001-01,177,B+
15F,COSC-010-01,104,B+
15F,COSC-016-01,21,A-
15F,COSC-022-01,16,A-
15F,COSC-030-01,49,B+
15F,COSC-031-01,55,B+
15F,COSC-055-01,63,A-
15F,COSC-058-01,16,A-/B+
15F,COSC-071-01,13,A-
15F,COSC-075-01,32,A-
15F,COSC-077-01,31,B+
15F,COSC-083-01,12,B+
15F,COSC-098-01,27,A-
15F,COSC-129.1-01,17,A-
15F,COSC-129.1-02,10,A-
15F,COSC-149.2-01,20,A-
15F,COSC-175-01,32,A-
15F,COSC-177-01,31,B+
15F,COSC-183-01,12,B+
15F,COSC-29.01-01,17,A-
15F,COSC-29.01-02,10,A-
15F,COSC-49.02-01,20,A-
15F,EARS-001-01,53,B+
15F,EARS-006-01,171,A-
15F,EARS-045-90,23,A-
15F,EARS-046-90,23,A-
15F,EARS-047-90,23,A-
15F,ECON-001-01,88,B+
15F,ECON-001-02,88,B+
15F,ECON-001-03,72,B
15F,ECON-001-04,72,B
15F,ECON-002-01,32,B
15F,ECON-005-01,12,A-
15F,ECON-010-01,45,B
15F,ECON-010-02,45,B
15F,ECON-020-01,60,B+
15F,ECON-020-02,60,B+
15F,ECON-021-01,48,B+
15F,ECON-021-02,48,B+
15F,ECON-021-03,55,B+
15F,ECON-021-04,55,B+
15F,ECON-022-01,57,B+
15F,ECON-022-02,57,B+
15F,ECON-022-03,54,B+
15F,ECON-022-04,54,B+
15F,ECON-024-01,57,A-
15F,ECON-024-02,57,A-
15F,ECON-026-01,30,B+
15F,ECON-026-02,30,B+
15F,ECON-027-01,55,B+
15F,ECON-027-02,55,B+
15F,ECON-028-01,31,B+
15F,ECON-028-02,31,B+
15F,ECON-029-01,60,B+
15F,ECON-029-02,60,B+
15F,ECON-036-01,44,A-
15F,ECON-036-02,44,A-
15F,ECON-038-01,31,B+
15F,ECON-039-01,54,A-
15F,ECON-039-02,54,A-
15F,ECON-070-01,16,A
15F,ECON-070-02,18,A
15F,ECON-076-01,12,A-
15F,ECON-080-01,11,A-
15F,EDUC-001-01,53,B+
15F,EDUC-015-01,18,A-
15F,EDUC-016-01,13,A-
15F,EDUC-051-01,11,A-
15F,EDUC-062-01,12,A/A-
15F,ENGL-001-01,23,B+
15F,ENGL-005-01,11,A-
15F,ENGL-011-01,11,B+
15F,ENGL-033-01,10,A-/B+
15F,ENGL-047-01,26,B+
15F,ENGL-080-01,10,A-
15F,ENGL-090-90,12,A/A-
15F,ENGL-090-91,13,A-
15F,ENGL-091-90,12,B+
15F,ENGL-091-91,13,A-
15F,ENGL-092-90,12,B+
15F,ENGL-092-91,13,A
15F,ENGL-52.10-01,26,B+
15F,ENGL-54.15-01,17,A-
15F,ENGS-002-01,36,A
15F,ENGS-012-01,27,A
15F,ENGS-013-01,18,A/A-
15F,ENGS-020-01,40,B
15F,ENGS-021-01,63,A
15F,ENGS-022-01,48,A-
15F,ENGS-023-01,50,B+/B
15F,ENGS-026-01,29,B
15F,ENGS-027-01,36,A/A-
15F,ENGS-033-01,54,B+
15F,ENGS-035-01,25,A-
15F,ENGS-037-01,56,B+
15F,ENGS-066-01,49,B+
15F,ENGS-076-01,26,A-
15F,ENGS-089-01,32,B+
15F,ENGS-091-01,13,A-
15F,ENGS-160-01,25,A-
15F,ENVS-003-01,84,A-
15F,ENVS-017-01,39,B
15F,ENVS-040-90,14,A/A-
15F,ENVS-042-90,14,B+
15F,ENVS-060-01,36,B+/B
15F,ENVS-084-90,14,A
15F,ENVS-80.03-01,14,B+
15F,FILM-001-01,47,B+
15F,FILM-020-01,16,B+
15F,FILM-030-01,12,A/A-
15F,FILM-033-01,15,A-
15F,FILM-43.01-01,18,B+/B
15F,FREN-001-01,14,A
15F,FREN-001-02,18,A
15F,FREN-001-03,10,A-
15F,FREN-002-01,12,A/A-
15F,FREN-002-02,17,A-
15F,FREN-002-03,16,A
15F,FREN-002-04,10,A
15F,FREN-003-01,12,A-
15F,FREN-003-02,17,A-
15F,FREN-008-02,18,A-
15F,FREN-021-01,11,A
15F,FREN-10.08-01,15,A
15F,FREN-53.06-01,12,A
15F,GEOG-001-01,51,A
15F,GEOG-006-01,43,B+
15F,GEOG-011-01,18,A
15F,GEOG-012-01,24,B+
15F,GEOG-020-01,34,A-/B+
15F,GEOG-050-01,39,B+
15F,GEOG-090-01,17,A-
15F,GEOG-090-02,12,A-
15F,GERM-001-01,12,A-/B+
15F,GERM-001-02,15,A
15F,GERM-001-03,16,A-
15F,GERM-003-01,11,A
15F,GOVT-003-01,50,A
15F,GOVT-004-01,44,A-
15F,GOVT-005-01,47,B+
15F,GOVT-005-02,35,B-
15F,GOVT-006-01,39,B+
15F,GOVT-010-01,27,B+
15F,GOVT-010-02,32,B+
15F,GOVT-016-01,23,A-
15F,GOVT-031-01,48,B+
15F,GOVT-053-01,32,B+
15F,GOVT-057-01,17,B+
15F,GOVT-065-01,36,B+
15F,GOVT-090-90,16,A
15F,GOVT-091-90,16,A-
15F,GOVT-30.02-01,25,B+
15F,GOVT-30.03-01,30,B+
15F,GOVT-30.08-01,23,A-
15F,GOVT-40.09-01,28,B+
15F,GOVT-40.13-01,30,A-
15F,GOVT-40.15-01,39,A-
15F,GOVT-50.02-01,35,B+
15F,GOVT-50.06-01,34,B+
15F,GOVT-81.08-01,12,B+
15F,GOVT-81.15-01,16,A-/B+
15F,GOVT-83.02-01,18,A-
15F,GOVT-85.08-01,15,A-
15F,GOVT-85.29-01,16,A-
15F,GOVT-86.30-01,13,A-
15F,GOVT-92.02-90,16,A-
15F,HIST-003-01,33,A-
15F,HIST-012-01,29,B+
15F,HIST-014-01,73,B+
15F,HIST-016-01,14,B+
15F,HIST-020-01,10,A-
15F,HIST-022-01,21,B
15F,HIST-028-01,20,A/A-
15F,HIST-036-01,40,B+
15F,HIST-046-01,35,B+
15F,HIST-049-01,15,B+
15F,HIST-05.03-01,20,A-
15F,HIST-05.08-01,17,B+
15F,HIST-053-01,35,B+
15F,HIST-053-02,33,B+
15F,HIST-06.29-01,13,A-
15F,HIST-06.30-01,39,A-
15F,HIST-062-01,12,B+
15F,HIST-068-01,19,B+
15F,HIST-098-01,14,A
15F,HIST-43.02-01,14,B+
15F,HIST-94.03-01,33,A-
15F,HIST-95.01-90,16,A-
15F,HIST-95.02-90,16,A-
15F,HIST-96.06-01,10,A-
15F,HIST-96.25-01,11,A-
15F,HUM-001-02,16,A
15F,HUM-001-03,16,A-
15F,HUM-001-04,16,B+
15F,INTS-016-01,43,B+
15F,INTS-80.01-01,22,A-
15F,ITAL-001-01,14,A-
15F,ITAL-001-02,10,A-
15F,ITAL-003-01,10,A/A-
15F,ITAL-003-02,10,A-
15F,JAPN-001-01,10,B+
15F,JAPN-001-02,10,A
15F,JAPN-63.02-01,12,A/A-
15F,JWST-40.01-01,28,B+
15F,JWST-68.02-01,15,A-
15F,LACS-001-01,16,A-
15F,LACS-020-01,28,A
15F,LACS-30.02-01,29,A-
15F,LACS-50.08-01,39,A-
15F,LACS-50.10-01,14,A-
15F,LAT-001-01,16,A
15F,LAT-001-02,19,A
15F,LAT-001-03,14,A
15F,LAT-015-01,14,A/A-
15F,LAT-022-01,11,A-
15F,LING-001-01,59,B+
15F,LING-018-01,26,B+
15F,LING-022-01,24,A-
15F,LING-11.09-01,23,A-
15F,M&SS-036-01,13,B-
15F,MATH-001-01,34,B
15F,MATH-001-02,34,B
15F,MATH-003-01,222,B-
15F,MATH-003-02,222,B-
15F,MATH-003-03,222,B-
15F,MATH-003-04,222,B-
15F,MATH-003-05,222,B-
15F,MATH-008-01,110,B
15F,MATH-008-02,110,B
15F,MATH-008-03,110,B
15F,MATH-011-01,167,B+
15F,MATH-011-02,167,B+
15F,MATH-011-03,167,B+
15F,MATH-011-04,167,B+
15F,MATH-013-01,37,B
15F,MATH-020-01,23,B+
15F,MATH-022-01,63,B+
15F,MATH-022-02,63,B+
15F,MATH-023-01,34,B+
15F,MATH-023-02,34,B+
15F,MATH-025-01,15,B+
15F,MATH-031-01,20,B+
15F,MATH-036-01,13,B-
15F,MATH-050-01,14,B+
15F,MATH-053-01,10,A-/B+
15F,MATH-086-01,11,B+
15F,MATH-100-01,20,A-
15F,MUS-001-01,22,A-
15F,MUS-004-01,35,A
15F,MUS-020-01,12,A-
15F,MUS-025-01,10,A-
15F,MUS-05.01-01,24,A
15F,MUS-051-01,27,A
15F,MUS-45.03-01,23,A-
15F,NAS-008-01,38,A-
15F,NAS-014-01,73,B+
15F,NAS-042-01,21,A
15F,PBPL-045-01,21,A-
15F,PBPL-052-01,25,B+
15F,PBPL-085-01,12,A
15F,PBPL-81.09-01,18,A-
15F,PHIL-003-01,26,B+/B
15F,PHIL-008-01,30,A-
15F,PHIL-01.02-01,17,A
15F,PHIL-01.03-01,30,A-/B+
15F,PHIL-01.06-01,26,B
15F,PHIL-01.09-01,27,B+
15F,PHIL-011-01,21,B+
15F,PHIL-034-01,16,A-/B+
15F,PHIL-09.01-01,37,A-
15F,PHIL-50.17-90,14,A-
15F,PHIL-50.21-01,13,A-
15F,PHIL-80.13-01,10,A-/B+
15F,PHYS-003-01,75,A-
15F,PHYS-013-01,103,B+
15F,PHYS-013-02,103,B+
15F,PHYS-015-01,40,B+
15F,PHYS-019-01,11,A-
15F,PHYS-043-01,34,A-
15F,PSYC-001-01,163,B
15F,PSYC-006-01,64,B+
15F,PSYC-010-01,55,A-
15F,PSYC-011-01,21,B+
15F,PSYC-021-01,41,B+
15F,PSYC-024-01,58,B+
15F,PSYC-040-01,21,A-
15F,PSYC-045-01,27,B
15F,PSYC-060-01,11,A-
15F,PSYC-065-01,13,B+
15F,PSYC-065-02,17,B
15F,PSYC-50.01-01,34,A-/B+
15F,PSYC-51.02-01,27,A-
15F,PSYC-51.07-01,22,A/A-
15F,PSYC-52.01-01,22,A-
15F,PSYC-80.01-01,10,A
15F,PSYC-84.04-01,13,A
15F,QBS-175-01,32,A-
15F,QSS-015-02,18,B+/B
15F,QSS-017-01,23,A-
15F,QSS-036-01,13,B-
15F,QSS-041-01,12,A
15F,QSS-30.01-01,27,B+
15F,REL-001-01,41,B+
15F,REL-008-01,28,A-
15F,REL-017-01,23,A
15F,REL-039-01,28,A
15F,REL-046-01,27,B+
15F,REL-052-01,29,A-
15F,REL-062-01,48,B+
15F,REL-070-90,13,B+
15F,REL-071-90,13,B
15F,REL-19.06-01,17,B+
15F,REL-19.15-01,60,A-
15F,REL-20.05-01,20,A-/B+
15F,REL-74.07-90,13,B+
15F,RUSS-010-01,55,A-
15F,RUSS-019-01,16,A-
15F,RUSS-027-01,11,A-
15F,SART-015-01,16,A-
15F,SART-015-02,13,A
15F,SART-015-03,15,B+
15F,SART-016-01,11,A
15F,SART-020-01,10,A
15F,SART-065-01,10,A
15F,SOCY-001-01,90,B
15F,SOCY-010-01,25,B
15F,SOCY-015-01,25,A-
15F,SOCY-023-01,32,B+
15F,SOCY-035-01,26,A-
15F,SOCY-069-01,29,B
15F,SOCY-49.15-01,15,A-
15F,SPAN-001-01,83,A-
15F,SPAN-001-02,83,A-
15F,SPAN-001-03,83,A-
15F,SPAN-001-04,83,A-
15F,SPAN-001-05,83,A-
15F,SPAN-002-01,89,A-
15F,SPAN-002-02,89,A-
15F,SPAN-002-03,89,A-
15F,SPAN-002-04,89,A-
15F,SPAN-002-05,89,A-
15F,SPAN-003-01,59,A-
15F,SPAN-003-02,59,A-
15F,SPAN-003-03,59,A-
15F,SPAN-003-04,59,A-
15F,SPAN-009-01,56,A-
15F,SPAN-009-02,56,A-
15F,SPAN-009-03,56,A-
15F,SPAN-009-04,56,A-
15F,SPAN-020-01,19,A-
15F,SPAN-020-02,19,A-
15F,SPAN-020-91,17,A-
15F,SPAN-021-91,17,A-
15F,SPAN-024-90,17,A-
15F,SPAN-032-01,16,A/A-
15F,SPAN-032-91,17,A
15F,SPAN-034-90,17,A-
15F,SPAN-036-90,17,A-
15F,SPAN-40.04-01,12,A-
15F,SPAN-55.05-01,18,A
15F,SPAN-63.02-01,11,A-
15F,SPEE-20.02-01,14,A
15F,SPEE-20.03-01,13,A-
15F,THEA-015-01,15,A-
15F,THEA-026-01,17,A
15F,THEA-030-01,18,A
15F,THEA-030-03,16,A/A-
15F,THEA-040-01,18,A
15F,TUCK-002-01,112,B+
15F,TUCK-002-02,112,B+
15F,WGSS-010-01,25,A-
15F,WGSS-010-02,25,A
15F,WGSS-010-03,18,A
15F,WGSS-010-04,23,A
15F,WGSS-23.02-01,20,A/A-
15F,WGSS-40.01-01,21,A
15F,WGSS-49.05-01,33,A
15F,WGSS-56.11-01,18,B+/B
15F,WGSS-66.05-01,12,A/A-
15F,WGSS-80.06-01,11,A
15F,WRIT-002-01,14,B+
15F,WRIT-002-02,15,A-
15F,WRIT-002-03,15,B+
15F,WRIT-002-04,15,A-
15F,WRIT-002-05,14,A/A-
15F,WRIT-002-06,12,A/A-
15F,WRIT-002-07,15,B+
15F,WRIT-002-08,14,B+
15F,WRIT-005-01,16,A-
15F,WRIT-005-02,15,A-
15F,WRIT-005-03,16,A
15F,WRIT-005-04,11,A-
15F,WRIT-005-06,16,A-
15F,WRIT-005-07,16,A
15F,WRIT-005-08,16,B+/B
15F,WRIT-005-09,16,A-
15F,WRIT-005-10,16,B+
15F,WRIT-005-11,16,B+
15F,WRIT-005-12,16,A
15F,WRIT-005-13,16,A
15F,WRIT-005-14,16,A
15F,WRIT-005-15,16,A-
15F,WRIT-005-16,16,A-
15F,WRIT-005-17,16,B+
15F,WRIT-005-18,16,A-
15F,WRIT-005-19,16,A
15F,WRIT-005-20,14,A
15F,WRIT-005-21,16,B+
15F,WRIT-005-22,15,A-
15F,WRIT-005-23,16,A-/B+
15F,WRIT-005-24,13,B+
15F,WRIT-005-26,15,A-
15F,WRIT-005-27,16,A-
15F,WRIT-005-28,16,A
15F,WRIT-005-29,16,B+
15F,WRIT-005-30,16,A-/B+
15F,WRIT-005-31,16,A
15F,WRIT-005-32,16,B+
16F,AAAS-010-01,25,A-
16F,AAAS-026-01,19,A
16F,AAAS-044-01,57,A
16F,AAAS-050-01,17,A-
16F,AAAS-051-01,14,A
16F,AAAS-80.06-01,26,A-
16F,AAAS-80.07-01,46,A-
16F,AAAS-87.05-01,35,A-
16F,AAAS-87.09-01,10,A/A-
16F,AMEL-017-01,16,A-
