TERM,COURSE,ENRL,MEDIAN
12W,SOCY-007-01,16,B+
12W,SOCY-010-01,35,B+
12W,SOCY-015-01,24,A-
12W,SOCY-032-01,38,B+
12W,SOCY-045-01,21,A-
12W,SOCY-046-01,20,B+
12W,SOCY-048-01,32,A-/B+
12W,SOCY-055-01,14,A-
12W,SPAN-001-01,15,B+
12W,SPAN-001-02,16,A-
12W,SPAN-002-02,20,A-
12W,SPAN-002-03,22,A-
12W,SPAN-002-04,21,A-
12W,SPAN-003-01,11,A-
12W,SPAN-003-02,14,A-
12W,SPAN-003-03,19,A-
12W,SPAN-003-04,16,B+
12W,SPAN-003-91,25,A-
12W,SPAN-005-91,25,A
12W,SPAN-006-91,25,A-
12W,SPAN-007-01,16,A/A-
12W,SPAN-009-01,12,B+
12W,SPAN-009-02,22,A
12W,SPAN-020-01,15,A
12W,SPAN-020-02,17,A-
12W,SPAN-031-01,10,A
12W,SPAN-031-02,14,B+
12W,SPAN-040-01,15,A-
12W,SPAN-043-01,13,A
12W,SPAN-075-01,13,A
12W,SPEE-020-01,14,A-
12W,SPEE-020-02,14,A/A-
12W,SPEE-031-01,11,A
12W,SPEE-032-01,16,A-
12W,THEA-007-01,16,A
12W,THEA-007-02,16,A
12W,THEA-010-01,23,A
12W,THEA-010-02,26,A
12W,THEA-010-03,23,A
12W,THEA-022-01,10,A
12W,THEA-023-01,24,A
12W,THEA-026-01,16,A
12W,THEA-030-01,16,A
12W,THEA-031-01,15,A
12W,THEA-036-01,16,A
12W,THEA-040-01,16,A
12W,THEA-054-01,10,A
12W,TUCK-001-01,52,B+
12W,TUCK-001-02,50,B+
12W,WGST-007-01,15,A-
12W,WGST-010-01,21,A-
12W,WGST-015-01,10,A-/B+
12W,WGST-020-01,12,B+
12W,WGST-033-01,20,B+
12W,WGST-034-02,20,A-
12W,WGST-034-03,48,B+
12W,WGST-044-05,15,A-
12W,WGST-053-05,30,B+
12W,WGST-059-03,23,A
12W,WGST-061-02,45,A
12W,WRIT-003-01,16,A-/B+
12W,WRIT-003-02,14,A-
12W,WRIT-003-03,13,A
12W,WRIT-003-04,16,B+
12W,WRIT-003-05,15,A-
12W,WRIT-003-06,16,B+
12W,WRIT-003-07,16,A-
12W,WRIT-003-08,16,B+
12W,WRIT-005-01,17,A-
12W,WRIT-005-02,18,A-
12W,WRIT-005-03,18,A-
12W,WRIT-005-04,17,A-
12W,WRIT-005-05,17,B+
12W,WRIT-005-06,18,A-
12W,WRIT-005-07,18,A-
12W,WRIT-005-08,18,A-
12W,WRIT-005-09,18,B+
12W,WRIT-005-10,18,A
12W,WRIT-005-11,18,A
12W,WRIT-005-12,17,A-
12W,WRIT-005-13,16,A-
12W,WRIT-005-14,18,B+
12W,WRIT-005-15,18,A-
12W,WRIT-005-16,18,A-
12W,WRIT-005-17,18,B+
12W,WRIT-005-18,17,A-
12W,WRIT-005-19,12,A-
13W,AAAS-007-01,16,A-
13W,AAAS-010-01,10,A/A-
13W,AAAS-025-01,24,B+/B
13W,AAAS-040-01,15,A
13W,AAAS-053-01,10,B+
13W,AAAS-065-01,14,B+
13W,AAAS-086-01,18,A-/B+
13W,AAAS-090-02,15,A
13W,AMES-004-01,27,A-
13W,AMES-010-01,52,B+
13W,AMES-012-01,48,A-
13W,AMES-030-01,27,A-
13W,AMES-043-04,19,A-
13W,AMES-045-01,31,A
13W,AMES-091-01,21,A-
13W,ANTH-003-01,46,A-
13W,ANTH-004-01,20,A-/B+
13W,ANTH-007-01,16,B+
13W,ANTH-011-01,14,A-/B+
13W,ANTH-012-03,11,A-
13W,ANTH-021-01,22,A/A-
13W,ANTH-034-01,11,A-
13W,ANTH-043-01,15,B+
13W,ANTH-051-90,17,A-
13W,ANTH-052-90,12,A
13W,ANTH-053-01,11,A-
13W,ANTH-054-90,12,A-
13W,ANTH-056-01,10,A/A-
13W,ANTH-057-01,16,A-
13W,ARAB-002-01,10,A
13W,ARAB-002-02,10,A
13W,ARAB-010-01,27,A-
13W,ARAB-022-01,11,A
13W,ARAB-081-01,11,A
13W,ARTH-002-01,38,B+
13W,ARTH-007-01,16,A-/B+
13W,ARTH-016-01,19,A-
13W,ARTH-016-02,24,A-
13W,ARTH-017-01,19,A-
13W,ARTH-052-01,45,B+
13W,ARTH-063-01,14,B+
13W,BIOL-009-01,45,B
13W,BIOL-011-01,72,B
13W,BIOL-013-01,79,B
13W,BIOL-014-01,88,B
13W,BIOL-015-01,18,B
13W,BIOL-029-01,35,B+
13W,BIOL-039-01,10,A-
13W,BIOL-042-01,23,B
13W,BIOL-045-01,20,A-
13W,BIOL-055-90,15,A-
13W,BIOL-056-90,15,A-
13W,BIOL-057-90,15,A-
13W,BIOL-058-01,10,A/A-
13W,BIOL-066-01,22,B+
13W,BIOL-078-01,17,A
13W,BIOL-123-01,10,A/A-
13W,BIOL-128-01,35,B+
13W,BIOL-139-01,10,A-
13W,BIOL-166-01,22,B+
13W,CHEM-005-01,46,B/B-
13W,CHEM-005-02,103,B
13W,CHEM-009-01,45,B
13W,CHEM-040-01,13,B
13W,CHEM-052-01,56,B
13W,CHEM-058-01,16,A-/B+
13W,CHEM-064-01,25,B+
13W,CHEM-075-01,17,B+
13W,CHIN-002-01,14,A-
13W,CHIN-002-02,17,A-
13W,CHIN-010-01,48,A-
13W,CHIN-032-01,15,A
13W,CLST-001-01,43,A
13W,CLST-014-01,15,A-
13W,COCO-003-01,15,A
13W,COCO-008-01,16,A
13W,COLT-007-01,16,A/A-
13W,COLT-010-01,10,A-
13W,COLT-062-01,12,A
13W,COLT-064-01,21,A-
13W,COLT-065-01,37,B+
13W,COSC-001-01,93,B+
13W,COSC-002-01,21,A
13W,COSC-009-01,10,A-
13W,COSC-010-01,61,B+
13W,COSC-024-01,20,A
13W,COSC-030-01,31,B+
13W,COSC-050-01,46,A-
13W,COSC-061-01,18,B+/B
13W,COSC-074-01,18,A-/B+
13W,COSC-084-01,10,A-/B+
13W,COSC-174-01,18,A-/B+
13W,COSC-184-01,10,A-/B+
13W,EARS-002-01,146,A-
13W,EARS-007-01,16,A
13W,EARS-009-01,27,A-
13W,EARS-066-01,16,B+
13W,EARS-077-01,17,A
13W,EARS-177-01,17,A
13W,ECON-001-01,84,B
13W,ECON-001-02,84,B
13W,ECON-001-03,66,B
13W,ECON-001-04,66,B
13W,ECON-010-01,59,B+
13W,ECON-010-02,59,B+
13W,ECON-020-01,62,B+
13W,ECON-020-02,62,B+
13W,ECON-021-01,34,A-
13W,ECON-021-02,34,A-
13W,ECON-021-03,44,B+
13W,ECON-021-04,44,B+
13W,ECON-022-01,30,B+/B
13W,ECON-022-02,61,B+
13W,ECON-022-03,61,B+
13W,ECON-022-04,24,B+
13W,ECON-022-05,24,B+
13W,ECON-025-01,61,B+
13W,ECON-025-02,61,B+
13W,ECON-026-01,41,A-
13W,ECON-026-02,41,A-
13W,ECON-028-01,29,A-
13W,ECON-029-01,72,B+
13W,ECON-029-02,72,B+
13W,ECON-036-01,26,B+
13W,ECON-036-02,26,B+
13W,ECON-039-01,67,A-
13W,ECON-039-02,67,A-
13W,ECON-044-01,22,A-
13W,ECON-044-02,22,A-
13W,ECON-046-01,28,A-
13W,ECON-046-02,28,A-
13W,ECON-048-01,26,A-
13W,ECON-048-02,26,A-
13W,ECON-049-01,17,B+
13W,EDUC-056-01,18,A-/B+
13W,EDUC-058-01,21,B+
13W,EDUC-064-01,24,B+/B
13W,EDUC-088-01,10,B+/B
13W,ENGL-007-01,16,B+
13W,ENGL-007-02,15,A-
13W,ENGL-007-03,16,A-
13W,ENGL-007-05,16,A-
13W,ENGL-007-06,15,B+
13W,ENGL-007-07,16,A-/B+
13W,ENGL-015-01,24,A-
13W,ENGL-016-01,15,A-
13W,ENGL-034-01,11,B+
13W,ENGL-038-01,17,B+
13W,ENGL-042-01,189,A-
13W,ENGL-058-01,14,B+
13W,ENGL-060-13,15,A
13W,ENGL-060-14,47,A-
13W,ENGL-063-12,16,A-
13W,ENGL-063-13,14,B+
13W,ENGL-080-01,11,A-
13W,ENGL-080-02,11,A-
13W,ENGL-083-01,11,A-
13W,ENGS-001-01,34,A-
13W,ENGS-002-01,72,A-
13W,ENGS-007-01,16,A-
13W,ENGS-008-01,52,A-
13W,ENGS-012-01,24,A
13W,ENGS-014-01,33,A-
13W,ENGS-018-01,16,A-
13W,ENGS-020-01,33,B+
13W,ENGS-021-01,39,A-
13W,ENGS-022-01,72,A-/B+
13W,ENGS-023-01,11,B+
13W,ENGS-024-01,30,B+
13W,ENGS-027-01,44,B+
13W,ENGS-032-01,32,A-/B+
13W,ENGS-034-01,24,A-
13W,ENGS-062-01,13,B+
13W,ENGS-066-01,31,B+
13W,ENGS-075-01,15,A-
13W,ENGS-090-01,32,B+
13W,ENGS-093-01,22,A-
13W,ENGS-142-01,12,A-/B+
13W,ENGS-163-01,10,A-/B+
13W,ENVS-001-01,29,A-
13W,ENVS-007-01,15,B+
13W,ENVS-007-02,16,A-
13W,ENVS-012-01,29,A-
13W,ENVS-018-01,32,A
13W,ENVS-020-01,20,A
13W,ENVS-055-01,32,B+
13W,ENVS-061-01,30,B+
13W,FILM-007-01,16,A
13W,FILM-010-01,11,A-
13W,FILM-021-01,20,A-/B+
13W,FILM-033-01,15,A-
13W,FILM-040-01,16,B+
13W,FILM-041-01,15,A-
13W,FILM-047-01,12,A
13W,FILM-047-02,46,A
13W,FREN-001-01,11,A
13W,FREN-002-01,16,A-
13W,FREN-002-02,17,A-
13W,FREN-003-01,17,B+
13W,FREN-003-02,20,A-
13W,FREN-003-03,13,A-
13W,FREN-003-92,12,A
13W,FREN-005-92,12,A
13W,FREN-006-92,12,A
13W,FREN-008-01,21,B+
13W,FREN-008-90,12,A-
13W,FREN-010-01,13,A
13W,FREN-010-90,12,A-
13W,FREN-012-90,12,A/A-
13W,FREN-025-01,12,A-
13W,FREN-029-90,15,A-
13W,FREN-030-90,15,A
13W,FREN-031-90,15,A-
13W,FREN-070-01,11,A-
13W,FRIT-033-01,12,A
13W,GEOG-001-01,42,A/A-
13W,GEOG-002-01,34,A-
13W,GEOG-004-01,11,B+
13W,GEOG-006-01,43,B+
13W,GEOG-007-01,16,A
13W,GEOG-007-02,16,A
13W,GEOG-012-01,22,A-/B+
13W,GEOG-028-01,27,A-
13W,GEOG-043-01,21,A-
13W,GEOG-059-01,17,A
13W,GERM-001-01,11,B
13W,GERM-002-01,19,B+
13W,GERM-002-02,11,B+
13W,GERM-045-01,21,A-
13W,GOVT-003-01,51,B+
13W,GOVT-004-01,45,B+
13W,GOVT-005-01,47,B+
13W,GOVT-005-02,26,B+
13W,GOVT-006-01,29,B+
13W,GOVT-007-01,16,A-
13W,GOVT-010-01,33,B+
13W,GOVT-018-01,33,B
13W,GOVT-020-01,21,B+
13W,GOVT-035-01,25,B+
13W,GOVT-040-01,30,A-
13W,GOVT-050-02,35,B+
13W,GOVT-050-03,38,B+
13W,GOVT-054-01,32,A-
13W,GOVT-063-01,17,A-
13W,GOVT-066-02,29,B+
13W,GOVT-083-05,15,A-
13W,GOVT-084-01,21,A-
13W,GOVT-084-26,13,A-
13W,GOVT-085-12,17,A-
13W,GOVT-086-01,16,A-
13W,GOVT-086-18,17,A-
13W,GRK-001-05,13,A
13W,GRK-003-05,13,A
13W,HIST-005-05,13,B+
13W,HIST-006-03,18,A-/B+
13W,HIST-007-01,16,A-
13W,HIST-007-02,16,B+
13W,HIST-007-03,16,A-/B+
13W,HIST-007-04,14,A-
13W,HIST-024-01,24,B+
13W,HIST-025-01,16,A-
13W,HIST-030-01,15,B+
13W,HIST-034-01,45,B+
13W,HIST-036-01,52,B+
13W,HIST-038-01,33,B+
13W,HIST-053-01,38,B+
13W,HIST-069-01,10,B+
13W,HIST-079-01,15,A-
13W,HIST-094-03,15,A-
13W,HIST-096-02,12,A-
13W,HIST-096-05,18,B+
13W,HIST-096-06,16,A-
13W,HIST-096-07,15,A-
13W,HIST-099-01,13,A
13W,HUM-002-02,11,B+
13W,HUM-002-03,10,A-
13W,HUM-002-04,12,A/A-
13W,INTS-015-01,20,A-
13W,INTS-016-01,43,B+
13W,INTS-018-01,34,A-
13W,ITAL-001-01,12,A
13W,ITAL-001-02,12,A-
13W,ITAL-002-01,12,A-/B+
13W,ITAL-002-02,11,A-
13W,ITAL-003-01,14,A-/B+
13W,ITAL-008-90,15,A-
13W,ITAL-010-90,15,A-
13W,ITAL-012-90,15,A-
13W,JWST-007-01,16,A-
13W,JWST-037-02,21,A-
13W,LACS-007-01,16,A-
13W,LACS-042-01,22,A/A-
13W,LACS-054-01,18,A-/B+
13W,LAT-001-01,10,A/A-
13W,LAT-003-01,10,B+/B
13W,LAT-003-02,27,A-
13W,LAT-003-03,17,B+
13W,LATS-040-01,27,A-
13W,LATS-045-01,11,A-
13W,LING-011-01,16,A-
13W,LING-021-01,16,A/A-
13W,LING-026-01,19,A-
13W,LING-050-01,10,A-
13W,MATH-002-01,37,B+
13W,MATH-002-02,37,B+
13W,MATH-003-01,74,B-
13W,MATH-003-02,74,B-
13W,MATH-005-01,22,B+
13W,MATH-008-01,63,A-
13W,MATH-008-02,63,A-
13W,MATH-013-01,69,B+
13W,MATH-013-02,69,B+
13W,MATH-023-01,48,A-
13W,MATH-023-02,48,A-
13W,MATH-024-01,20,A-/B+
13W,MATH-035-01,34,A-/B+
13W,MATH-050-01,21,A
13W,MATH-069-01,12,A
13W,MATH-076-01,16,A
13W,MUS-004-01,27,A-
13W,MUS-008-01,21,A
13W,MUS-022-01,11,A
13W,MUS-040-01,16,B+
13W,MUS-045-01,31,A
13W,MUS-051-01,30,A
13W,NAS-010-01,20,A-/B+
13W,NAS-011-01,14,A-/B+
13W,NAS-018-01,32,A
13W,NAS-022-01,44,A-
13W,NAS-025-01,23,A-
13W,NAS-034-01,47,A-
13W,NAS-038-01,33,B+
13W,NAS-040-01,16,A-
13W,NAS-081-01,18,B+
13W,PBPL-005-01,80,B+
13W,PBPL-007-01,16,A-
13W,PBPL-081-05,15,A-
13W,PBPL-082-01,17,A-
13W,PBPL-084-02,12,A-
13W,PBPL-091-01,13,A
13W,PHIL-006-01,17,A
13W,PHIL-008-01,46,A-
13W,PHIL-023-01,10,B+
13W,PHIL-035-01,26,A-
13W,PHIL-080-01,12,A
13W,PHYS-004-01,87,A-
13W,PHYS-013-01,116,B
13W,PHYS-013-02,116,B
13W,PHYS-014-01,41,B+
13W,PHYS-016-01,26,A-
13W,PHYS-024-01,10,A-/B+
13W,PHYS-041-01,15,A-
13W,PHYS-048-01,32,A-/B+
13W,PSYC-001-01,123,B
13W,PSYC-006-01,72,A
13W,PSYC-007-01,16,A-
13W,PSYC-023-01,137,B+
13W,PSYC-025-01,64,A-
13W,PSYC-026-01,35,B
13W,PSYC-043-01,62,B+
13W,PSYC-045-01,34,B+
13W,PSYC-052-01,40,B+
13W,PSYC-053-01,32,B+
13W,PSYC-053-02,36,A-
13W,PSYC-060-01,17,A-
13W,PSYC-083-01,14,A-
13W,PSYC-083-02,10,A
13W,REL-001-01,26,A-
13W,REL-007-01,14,A
13W,REL-010-01,52,B+
13W,REL-012-01,47,B+
13W,REL-015-01,32,A-
13W,REL-029-01,12,A-
13W,RUSS-002-1,16,A-
13W,RUSS-007-01,16,A-/B+
13W,RUSS-010-01,30,A
13W,SART-015-01,16,A
13W,SART-015-02,12,A
13W,SART-016-01,12,A-
13W,SART-022-01,11,A
13W,SART-025-01,16,A-
13W,SART-029-01,12,B+
13W,SART-076-01,12,A-
13W,SART-076-02,12,A
13W,SOCY-002-01,37,A-
13W,SOCY-007-01,16,A
13W,SOCY-010-01,34,B+
13W,SOCY-046-01,24,B+/B
13W,SOCY-048-01,27,A-
13W,SOCY-049-11,31,B+
13W,SOCY-055-01,15,A-
13W,SOCY-066-01,29,B
13W,SOCY-091-01,17,B+
13W,SPAN-001-01,18,A-
13W,SPAN-001-02,21,B+
13W,SPAN-002-01,37,A-
13W,SPAN-002-02,37,A-
13W,SPAN-002-03,38,A-
13W,SPAN-002-04,38,A-
13W,SPAN-002-05,13,A-
13W,SPAN-003-01,36,A-
13W,SPAN-003-02,36,A-
13W,SPAN-003-03,22,A-
13W,SPAN-003-90,14,A-
13W,SPAN-003-91,17,A-
13W,SPAN-005-90,14,A/A-
13W,SPAN-005-91,17,A-
13W,SPAN-006-90,14,A
13W,SPAN-006-91,17,A-
13W,SPAN-007-01,16,A/A-
13W,SPAN-009-01,17,A-
13W,SPAN-009-02,20,A
13W,SPAN-020-01,12,A
13W,SPAN-020-02,12,A-
13W,SPAN-031-02,11,A-
13W,SPAN-050-01,17,A
13W,SPAN-055-01,10,A-
13W,SPAN-080-01,10,A-
13W,SPEE-020-01,14,A-
13W,SPEE-031-01,15,A-
13W,SPEE-040-01,13,A-
13W,THEA-007-01,16,A-
13W,THEA-007-02,16,A
13W,THEA-010-01,16,A
13W,THEA-010-04,15,A-
13W,THEA-016-01,16,A-
13W,THEA-030-01,17,A
13W,THEA-040-01,15,A
13W,TUCK-001-01,121,B+
13W,TUCK-001-02,121,B+
13W,WGST-007-01,16,A
13W,WGST-007-02,10,A-
13W,WGST-010-01,16,A
13W,WGST-015-01,16,A-
13W,WGST-031-04,21,B+
13W,WGST-033-01,24,B+/B
13W,WGST-033-06,20,A/A-
13W,WGST-034-02,15,A
13W,WGST-042-05,11,A-
13W,WGST-059-05,15,A-
13W,WGST-065-03,46,A
13W,WRIT-003-01,14,A/A-
13W,WRIT-003-02,15,A-
13W,WRIT-003-03,16,A
13W,WRIT-003-04,14,B
13W,WRIT-003-05,16,B+
13W,WRIT-003-06,16,B+
13W,WRIT-003-07,13,A-
13W,WRIT-003-08,16,A-
13W,WRIT-005-01,16,A-
13W,WRIT-005-02,16,A
13W,WRIT-005-03,16,A-
13W,WRIT-005-04,16,A
13W,WRIT-005-05,16,A/A-
13W,WRIT-005-06,16,A-
13W,WRIT-005-08,13,A-
13W,WRIT-005-09,16,A-
13W,WRIT-005-10,16,A-
13W,WRIT-005-11,16,A
13W,WRIT-005-12,16,A-
13W,WRIT-005-13,14,A-
13W,WRIT-005-14,16,A
13W,WRIT-005-15,15,A-
13W,WRIT-005-16,14,A-/B+
13W,WRIT-005-17,16,A-
13W,WRIT-005-19,14,A-
13W,WRIT-005-20,16,B+
13W,WRIT-005-21,15,A
13W,WRIT-005-22,16,A-
13W,WRIT-005-23,16,B+
13W,WRIT-005-24,15,A-
13W,WRIT-005-25,15,A-
13W,WRIT-005-26,16,A-
13W,WRIT-005-28,16,A-
13W,WRIT-005-29,16,A
14W,AAAS-011-01,11,A-
14W,AAAS-024-01,33,B+
14W,AAAS-039-01,43,A-
14W,AAAS-051-01,15,A
14W,AAAS-054-01,16,A-
14W,AAAS-060-01,14,A-
14W,AAAS-080-01,17,B+
14W,AAAS-086-01,16,A-
14W,AAAS-086-02,10,A
14W,AMEL-007-01,16,A-
14W,AMES-010-01,52,B+
14W,AMES-021-03,16,A-
14W,AMES-021-04,13,A-
14W,AMES-021-06,11,A-
14W,AMES-025-01,17,A
14W,AMES-041-02,54,A
14W,AMES-045-01,27,A-
14W,AMES-091-01,13,A-
14W,ANTH-003-01,50,A-
14W,ANTH-007-01,15,A-
14W,ANTH-012-05,54,A
14W,ANTH-034-01,25,A-
14W,ANTH-049-01,11,B+
14W,ANTH-051-90,19,B+
14W,ANTH-052-90,14,A-
14W,ANTH-054-90,13,A-
14W,ANTH-059-01,12,A
14W,ANTH-075-01,17,A
14W,ARAB-002-01,17,A
14W,ARAB-002-02,18,A/A-
14W,ARAB-022-01,12,A/A-
14W,ARAB-061-01,11,A
14W,ARTH-002-01,30,A-
14W,ARTH-007-01,16,A
14W,ARTH-020-01,25,B+
14W,ARTH-061-01,11,A-
14W,ARTH-067-01,14,A-
14W,BIOL-007-01,16,A-
14W,BIOL-009-01,34,B
14W,BIOL-011-01,21,B+
14W,BIOL-013-01,126,B
14W,BIOL-015-01,34,B
14W,BIOL-029-01,35,B+
14W,BIOL-030-01,29,B+
14W,BIOL-039-01,13,A-
14W,BIOL-042-01,22,A-/B+
14W,BIOL-045-01,15,B+
14W,BIOL-055-90,14,A-
14W,BIOL-056-90,14,A-
14W,BIOL-057-90,14,A-
14W,BIOL-066-01,19,A-
14W,BIOL-078-01,25,A-
14W,BIOL-097-01,11,A
14W,BIOL-128-01,35,B+
14W,BIOL-139-01,13,A-
14W,BIOL-166-01,19,A-
14W,CHEM-005-01,85,B
14W,CHEM-005-02,98,B
14W,CHEM-007-01,16,A
14W,CHEM-009-01,34,B
14W,CHEM-052-01,78,B
14W,CHEM-058-01,17,A-
14W,CHEM-064-01,34,B+
14W,CHEM-075-01,13,A-
14W,CHIN-002-01,11,A-
14W,CHIN-002-02,11,A-
14W,CHIN-022-01,13,A-
14W,CHIN-022-02,18,A/A-
14W,CHIN-063-01,10,A
14W,CLST-001-01,133,A-
14W,CLST-011-01,19,B+
14W,CLST-011-02,12,B+
14W,CLST-012-01,54,A
14W,CLST-014-01,17,A-
14W,COCO-003-01,12,B+/B
14W,COCO-008-01,20,A-
14W,COCO-012-01,24,A-/B+
14W,COLT-007-01,16,B+
14W,COLT-040-01,12,A-
14W,COLT-051-01,15,A
14W,COLT-067-02,10,A
14W,COLT-073-01,11,A
14W,COSC-002-01,22,A
14W,COSC-010-01,93,A-
14W,COSC-024-01,14,A-/B+
14W,COSC-024-02,17,A-
14W,COSC-030-01,35,B
14W,COSC-050-01,52,B+
14W,COSC-069-02,13,B+
14W,COSC-074-01,24,B
14W,COSC-076-01,61,A-
14W,COSC-098-01,33,A
14W,COSC-099-01,14,A
14W,COSC-169-02,13,B+
14W,COSC-174-01,24,B
14W,EARS-002-01,144,A-
14W,EARS-007-01,16,B
14W,EARS-009-01,57,B+
14W,EARS-015-01,14,A-
14W,EARS-065-01,25,A
14W,EARS-165-01,25,A
14W,ECON-001-01,21,B
14W,ECON-001-02,81,B
14W,ECON-001-03,81,B
14W,ECON-001-04,78,B
14W,ECON-001-05,78,B
14W,ECON-010-01,58,B
14W,ECON-010-02,58,B
14W,ECON-020-01,47,B+
14W,ECON-020-02,47,B+
14W,ECON-021-01,23,B
14W,ECON-021-02,23,B
14W,ECON-021-03,52,B+
14W,ECON-021-04,52,B+
14W,ECON-022-01,30,B
14W,ECON-022-02,67,B+
14W,ECON-022-03,67,B+
14W,ECON-025-01,57,B+
14W,ECON-025-02,57,B+
14W,ECON-026-01,50,A-/B+
14W,ECON-026-02,50,A-/B+
14W,ECON-028-01,37,B+
14W,ECON-029-01,61,B+
14W,ECON-029-02,61,B+
14W,ECON-036-01,42,A-
14W,ECON-036-02,42,A-
14W,ECON-039-01,51,B+
14W,ECON-039-02,51,B+
14W,ECON-044-01,28,A-
14W,ECON-044-02,28,A-
14W,ECON-046-01,25,A-
14W,ECON-046-02,25,A-
14W,ECON-046-03,25,A-
14W,ECON-048-01,13,A
14W,ECON-048-02,13,A
14W,ECON-049-01,24,A-
14W,ECON-049-02,24,A-
14W,ECON-076-01,12,A/A-
14W,EDUC-056-01,15,A-
14W,EDUC-058-01,19,B+
14W,EDUC-060-01,23,A
14W,EDUC-064-01,13,B+
14W,ENGL-007-01,16,A/A-
14W,ENGL-007-02,16,B+
14W,ENGL-007-03,16,A
14W,ENGL-007-04,16,A-
14W,ENGL-013-01,11,A-
14W,ENGL-014-01,10,A-/B+
14W,ENGL-020-01,22,A-
14W,ENGL-026-01,17,A-
14W,ENGL-028-01,38,A-
14W,ENGL-036-01,45,A-
14W,ENGL-053-16,15,A
14W,ENGL-053-17,46,A-
14W,ENGL-054-12,14,A-
14W,ENGL-054-15,12,A-
14W,ENGL-054-16,24,A-
14W,ENGL-055-14,40,A-
14W,ENGL-080-01,12,A-
14W,ENGL-080-02,11,A
14W,ENGL-083-01,12,A-
14W,ENGS-002-01,49,A
14W,ENGS-007-01,14,A-
14W,ENGS-012-01,23,A
14W,ENGS-014-01,42,B+/B
14W,ENGS-018-01,11,A-
14W,ENGS-020-01,37,B+
14W,ENGS-021-01,64,A-
14W,ENGS-022-01,69,B+
14W,ENGS-023-01,19,B+
14W,ENGS-024-01,21,B
14W,ENGS-032-01,16,A-
14W,ENGS-034-01,23,B+
14W,ENGS-062-01,16,A-
14W,ENGS-066-01,35,B
14W,ENGS-075-01,18,A/A-
14W,ENGS-087-01,10,A/A-
14W,ENGS-090-01,37,B+
14W,ENGS-093-01,33,A-
14W,ENVS-007-01,16,A-/B+
14W,ENVS-007-02,16,A-
14W,ENVS-011-01,30,A-
14W,ENVS-020-01,29,B
14W,ENVS-044-01,19,A-
14W,ENVS-055-01,49,B+
14W,ENVS-065-01,19,A-
14W,FILM-007-01,14,A-
14W,FILM-033-01,10,A-/B+
14W,FILM-040-01,12,B+
14W,FILM-041-01,14,A-
14W,FILM-042-01,10,A
14W,FILM-046-90,15,B+
14W,FILM-047-01,11,A
14W,FILM-047-02,20,A-
14W,FILM-047-90,15,A
14W,FILM-080-90,15,A-
14W,FREN-001-01,14,A/A-
14W,FREN-002-01,16,A-
14W,FREN-002-02,18,A-/B+
14W,FREN-002-03,13,B+
14W,FREN-003-01,13,A-
14W,FREN-003-02,15,A
14W,FREN-007-01,16,A-
14W,FREN-008-01,10,A-
14W,FREN-008-90,11,A-
14W,FREN-010-01,13,A-
14W,FREN-010-90,11,A-
14W,FREN-012-90,11,A-
14W,FREN-024-01,12,A-/B+
14W,FREN-029-90,20,A-
14W,FREN-030-90,20,A
14W,FREN-031-90,20,A-
14W,FREN-053-01,13,A
14W,GEOG-002-01,33,A-
14W,GEOG-006-01,44,A-
14W,GEOG-007-01,15,A-
14W,GEOG-007-02,16,A
14W,GEOG-009-01,41,A-
14W,GEOG-017-01,43,A-
14W,GEOG-022-01,16,A-
14W,GEOG-028-01,35,A-
14W,GEOG-044-01,19,A-
14W,GEOG-051-01,25,A
14W,GEOG-054-01,16,A
14W,GEOG-085-01,11,A
14W,GERM-001-01,12,A-
14W,GERM-007-01,16,A-
14W,GOVT-003-01,48,B+
14W,GOVT-004-01,20,B+
14W,GOVT-005-01,50,B+
14W,GOVT-005-02,32,B+
14W,GOVT-006-01,40,B+
14W,GOVT-007-01,16,A-
14W,GOVT-007-02,15,A-
14W,GOVT-010-02,31,B+
14W,GOVT-019-01,11,A-
14W,GOVT-020-01,34,A-/B+
14W,GOVT-030-01,34,B+
14W,GOVT-035-01,32,B+
14W,GOVT-040-02,11,A-
14W,GOVT-047-01,23,B+
14W,GOVT-050-01,32,B+
14W,GOVT-050-02,31,B+
14W,GOVT-056-01,13,B+
14W,GOVT-058-01,28,A-
14W,GOVT-062-01,30,B+
14W,GOVT-067-01,34,B+
14W,GOVT-083-05,18,A-
14W,GOVT-085-02,14,A/A-
14W,GOVT-085-12,17,A-
14W,GOVT-085-27,15,B+
14W,GOVT-086-03,16,A-
14W,GRK-001-05,14,A/A-
14W,GRK-003-05,13,A
14W,HIST-001-01,29,B+
14W,HIST-005-02,17,A-
14W,HIST-006-02,12,B+
14W,HIST-006-03,12,B+
14W,HIST-006-05,16,A-
14W,HIST-007-01,15,A
14W,HIST-007-02,15,A-
14W,HIST-007-03,14,B+
14W,HIST-009-02,23,A-
14W,HIST-019-01,11,A
14W,HIST-020-01,24,B+
14W,HIST-022-01,17,B+
14W,HIST-026-01,32,B+
14W,HIST-026-02,32,B+
14W,HIST-037-01,33,B+
14W,HIST-038-01,35,B+
14W,HIST-039-01,23,A-
14W,HIST-043-01,20,A-
14W,HIST-06.01-01,13,A-
14W,HIST-065-01,22,B+
14W,HIST-071-01,11,A-
14W,HIST-077-01,19,A-
14W,HIST-079-01,32,A-/B+
14W,HIST-086-01,14,A-
14W,HIST-094-03,17,A-
14W,HIST-096-01,15,A-
14W,HIST-096-02,10,A-
