Year,Term,Department,Course Number,Number of Sections,Enrollments,Mean Points
2011,11F,PBPL,45.0,1,27,11.0
2012,12F,PBPL,45.0,1,25,11.0
2013,13F,PBPL,45.0,1,24,11.0
2014,14F,PBPL,45.0,1,31,11.0
2015,15F,PBPL,45.0,1,21,11.0
2016,16F,PBPL,45.0,1,28,11.0
2017,17F,PBPL,45.0,1,31,11.0
2018,18F,PBPL,45.0,1,29,11.0
2019,19F,PBPL,45.0,1,31,12.0
2017,17S,PBPL,46.0,1,27,10.0
2018,18S,PBPL,46.0,1,17,10.0
2018,18X,PBPL,46.0,1,11,10.0
2014,14S,PBPL,47.0,1,14,11.0
2011,11W,PBPL,48.0,1,12,11.0
2012,12W,PBPL,48.0,1,11,10.0
2011,11S,PBPL,51.0,1,13,11.0
2019,19S,PBPL,51.0,1,15,12.0
2012,12W,PBPL,52.0,1,20,10.0
2012,12F,PBPL,52.0,1,29,10.0
2013,13F,PBPL,52.0,1,25,10.0
2014,14F,PBPL,52.0,1,27,10.0
2015,15F,PBPL,52.0,1,25,10.0
2018,18W,PBPL,52.0,1,12,11.0
2011,11W,PBPL,81.0,3,47,11.0
2011,11X,PBPL,81.0,1,15,10.0
2012,12W,PBPL,81.0,1,14,11.0
2013,13W,PBPL,81.0,1,15,11.0
2013,13F,PBPL,81.0,2,26,11.0
2011,11W,PBPL,82.0,1,10,11.5
2011,11F,PBPL,82.0,1,16,11.0
2012,12F,PBPL,82.0,1,13,10.0
2013,13W,PBPL,82.0,1,17,11.0
2014,14W,PBPL,82.0,1,17,11.0
2012,12W,PBPL,84.0,1,13,11.0
2013,13W,PBPL,84.0,1,12,11.0
2013,13F,PBPL,85.0,1,12,11.5
2014,14F,PBPL,85.0,1,12,12.0
2015,15F,PBPL,85.0,1,12,12.0
2016,16F,PBPL,85.0,1,12,12.0
2018,18F,PBPL,85.0,1,13,12.0
2019,19F,PBPL,85.0,1,12,12.0
2011,11W,PBPL,91.0,1,13,12.0
2013,13W,PBPL,91.0,1,13,12.0
2014,14W,PBPL,91.0,1,12,12.0
2015,15W,PBPL,91.0,1,16,12.0
2016,16W,PBPL,91.0,1,18,12.0
2018,18W,PBPL,91.0,1,13,12.0
2019,19W,PBPL,91.0,1,13,12.0
2020,20W,PBPL,91.0,1,10,12.0
2014,14F,PBPL,81.09,1,16,11.0
2015,15F,PBPL,81.09,1,18,11.0
2017,17W,PBPL,81.09,1,18,11.0
2018,18W,PBPL,81.09,1,15,11.0
2019,19W,PBPL,81.09,1,16,11.0
2015,15S,PBPL,82.01,1,16,10.0
2018,18W,PBPL,82.01,1,15,11.0
2018,18F,PBPL,82.01,1,14,11.0
2020,20W,PBPL,82.01,1,13,11.0
2014,14F,PBPL,82.02,1,11,11.0
2019,19W,PBPL,82.02,1,22,9.5
2020,20W,PBPL,82.02,1,21,10.0
2019,19W,PBPL,84.02,1,31,10.0
2019,19W,PBPL,84.04,1,17,11.0
2020,20W,PBPL,84.04,1,14,11.0
2011,11S,PHIL,1.0,1,46,10.0
2011,11F,PHIL,1.0,2,63,9.5
2012,12S,PHIL,1.0,1,43,11.0
2012,12F,PHIL,1.0,2,60,9.5
2013,13S,PHIL,1.0,1,22,10.0
2013,13F,PHIL,1.0,1,30,9.0
2014,14W,PHIL,1.0,1,12,10.0
2014,14S,PHIL,1.0,1,34,10.0
2012,12X,PHIL,2.0,1,16,11.0
2013,13X,PHIL,2.0,1,23,11.0
2011,11F,PHIL,3.0,1,78,10.0
2012,12F,PHIL,3.0,1,42,10.0
2013,13F,PHIL,3.0,1,51,10.0
2014,14F,PHIL,3.0,1,28,10.0
2015,15S,PHIL,3.0,1,28,10.0
2015,15F,PHIL,3.0,1,26,9.5
2016,16F,PHIL,3.0,1,28,10.0
2017,17F,PHIL,3.0,1,27,11.0
2018,18F,PHIL,3.0,1,29,10.0
2019,19F,PHIL,3.0,1,30,12.0
2016,16W,PHIL,4.0,1,21,11.0
2017,17S,PHIL,4.0,1,28,12.0
2019,19W,PHIL,4.0,1,27,12.0
2019,19X,PHIL,4.0,1,24,11.0
2019,19F,PHIL,4.0,1,31,11.0
2015,15W,PHIL,5.0,1,30,11.0
2016,16S,PHIL,5.0,2,58,11.0
2017,17S,PHIL,5.0,1,30,11.0
2018,18S,PHIL,5.0,1,30,11.0
2018,18F,PHIL,5.0,1,25,11.0
2020,20W,PHIL,5.0,1,31,11.0
2011,11W,PHIL,6.0,1,18,12.0
2011,11S,PHIL,6.0,1,28,11.5
2012,12W,PHIL,6.0,1,27,11.0
2012,12S,PHIL,6.0,1,34,11.5
2013,13W,PHIL,6.0,1,17,12.0
2013,13S,PHIL,6.0,1,12,11.5
2014,14W,PHIL,6.0,1,18,10.0
2014,14S,PHIL,6.0,1,15,11.0
2015,15W,PHIL,6.0,1,24,10.5
2015,15S,PHIL,6.0,1,14,10.5
2016,16W,PHIL,6.0,1,23,11.0
2016,16S,PHIL,6.0,1,25,11.0
2017,17W,PHIL,6.0,1,16,12.0
2017,17S,PHIL,6.0,1,19,10.0
2018,18W,PHIL,6.0,1,15,12.0
2018,18S,PHIL,6.0,1,20,12.0
2019,19W,PHIL,6.0,1,24,12.0
2019,19S,PHIL,6.0,1,20,11.0
2020,20W,PHIL,6.0,1,26,12.0
2011,11F,PHIL,7.0,1,15,11.0
2013,13S,PHIL,7.0,1,14,11.0
2014,14S,PHIL,7.0,1,16,10.5
2011,11W,PHIL,8.0,1,40,10.0
2012,12W,PHIL,8.0,1,41,10.0
2013,13W,PHIL,8.0,1,46,11.0
2014,14W,PHIL,8.0,1,36,10.0
2015,15W,PHIL,8.0,1,26,11.0
2015,15F,PHIL,8.0,1,30,11.0
2017,17W,PHIL,8.0,1,27,12.0
2017,17S,PHIL,8.0,1,37,11.0
2017,17X,PHIL,8.0,1,29,11.0
2018,18W,PHIL,8.0,1,28,11.0
2018,18F,PHIL,8.0,1,27,11.0
2019,19W,PHIL,8.0,1,28,10.5
2019,19F,PHIL,8.0,1,17,11.0
2012,12W,PHIL,9.0,1,58,11.0
2012,12F,PHIL,9.0,1,48,10.0
2013,13X,PHIL,9.0,1,58,11.0
2013,13F,PHIL,9.0,1,54,11.0
2014,14F,PHIL,1.01,1,28,10.0
2018,18S,PHIL,1.01,1,27,12.0
2014,14F,PHIL,1.02,1,17,11.0
2015,15F,PHIL,1.02,1,17,12.0
2017,17S,PHIL,1.02,1,18,12.0
2015,15W,PHIL,1.03,1,18,10.5
2015,15F,PHIL,1.03,1,30,10.5
2018,18S,PHIL,1.03,1,24,11.0
2019,19S,PHIL,1.03,1,28,12.0
2020,20W,PHIL,1.03,1,29,10.0
2017,17W,PHIL,1.04,1,32,11.5
2015,15S,PHIL,1.05,1,28,11.0
2016,16S,PHIL,1.05,1,22,10.0
2016,16F,PHIL,1.05,1,24,10.0
2017,17F,PHIL,1.05,1,27,11.0
2018,18F,PHIL,1.05,1,30,10.0
2019,19S,PHIL,1.05,1,28,11.0
2015,15F,PHIL,1.06,1,26,9.0
2016,16W,PHIL,1.07,1,24,11.0
2016,16F,PHIL,1.07,1,20,10.5
2015,15S,PHIL,1.08,1,29,10.0
2016,16S,PHIL,1.08,2,54,11.0
2017,17S,PHIL,1.08,1,28,12.0
2018,18S,PHIL,1.08,2,57,10.5
2018,18F,PHIL,1.08,1,31,11.0
2019,19W,PHIL,1.08,1,28,11.0
2019,19F,PHIL,1.08,1,30,10.0
2015,15F,PHIL,1.09,1,27,10.0
2017,17F,PHIL,1.09,1,28,10.0
2019,19S,PHIL,1.09,1,22,11.0
2019,19W,PHIL,1.1,1,19,10.0
2016,16W,PHIL,1.11,1,29,10.0
2020,20W,PHIL,1.11,1,25,11.0
2017,17X,PHIL,1.13,1,150,11.0
2019,19X,PHIL,1.15,1,14,11.0
2019,19F,PHIL,1.16,1,26,11.0
2019,19F,PHIL,1.17,1,82,11.0
2014,14F,PHIL,10.0,1,22,9.0
2016,16S,PHIL,10.0,1,16,10.0
2018,18S,PHIL,10.0,1,27,11.0
2011,11F,PHIL,11.0,1,16,10.5
2012,12F,PHIL,11.0,1,13,11.0
2013,13F,PHIL,11.0,1,22,10.0
2014,14F,PHIL,11.0,1,16,11.0
2015,15F,PHIL,11.0,1,21,10.0
2016,16F,PHIL,11.0,1,22,11.0
2017,17F,PHIL,11.0,1,24,10.5
2018,18F,PHIL,11.0,1,15,11.0
2019,19F,PHIL,11.0,1,23,11.0
2012,12W,PHIL,13.0,1,10,11.0
2015,15W,PHIL,13.0,1,14,11.0
2012,12S,PHIL,14.0,1,10,11.0
2011,11S,PHIL,15.0,1,16,11.0
2013,13F,PHIL,15.0,1,10,10.0
2014,14S,PHIL,16.0,1,16,12.0
2011,11W,PHIL,17.0,1,36,10.0
2012,12W,PHIL,17.0,1,16,11.0
2012,12F,PHIL,17.0,1,11,12.0
2014,14W,PHIL,17.0,1,15,12.0
2015,15S,PHIL,17.0,1,11,11.0
2013,13S,PHIL,22.0,1,32,11.0
2011,11W,PHIL,23.0,1,10,10.0
2013,13W,PHIL,23.0,1,10,10.0
2014,14W,PHIL,23.0,1,10,11.0
2015,15W,PHIL,23.0,1,15,11.0
2011,11W,PHIL,24.0,1,43,10.0
2012,12W,PHIL,24.0,1,23,10.0
2013,13S,PHIL,24.0,1,22,11.0
2014,14S,PHIL,24.0,1,14,11.5
2017,17F,PHIL,24.0,1,17,11.0
2011,11S,PHIL,25.0,1,46,10.0
2012,12S,PHIL,25.0,1,54,10.0
2014,14W,PHIL,25.0,1,52,11.0
2019,19S,PHIL,25.0,1,28,10.0
2020,20W,PHIL,25.0,1,28,11.0
2012,12S,PHIL,26.0,1,54,11.0
2013,13S,PHIL,26.0,1,48,11.0
2014,14S,PHIL,26.0,1,51,11.0
2015,15S,PHIL,26.0,1,26,12.0
2016,16S,PHIL,26.0,1,29,11.0
2017,17S,PHIL,26.0,1,34,12.0
2018,18S,PHIL,26.0,1,36,12.0
2019,19F,PHIL,26.0,1,24,11.0
2016,16X,PHIL,27.0,1,18,12.0
2018,18S,PHIL,27.0,1,28,11.0
2020,20W,PHIL,27.0,1,12,12.0
2017,17F,PHIL,28.0,1,13,11.0
2019,19F,PHIL,28.0,1,13,12.0
2014,14F,PHIL,29.0,1,15,10.0
2012,12S,PHIL,30.0,1,12,10.0
2012,12F,PHIL,30.0,1,11,11.0
2018,18F,PHIL,30.0,1,22,11.0
2011,11W,PHIL,31.0,1,12,10.0
2011,11F,PHIL,31.0,1,19,11.0
2018,18W,PHIL,31.0,1,16,10.0
2011,11S,PHIL,34.0,1,19,10.0
2013,13S,PHIL,34.0,1,21,11.0
2013,13F,PHIL,34.0,1,12,10.0
2015,15S,PHIL,34.0,1,10,10.5
2015,15F,PHIL,34.0,1,16,10.5
2017,17S,PHIL,34.0,1,11,12.0
2019,19S,PHIL,34.0,1,18,11.0
2012,12W,PHIL,35.0,1,16,10.0
2013,13W,PHIL,35.0,1,26,11.0
2014,14S,PHIL,35.0,1,23,10.0
2015,15W,PHIL,35.0,1,10,12.0
2016,16W,PHIL,35.0,1,25,10.0
2017,17W,PHIL,35.0,1,20,10.0
2019,19W,PHIL,35.0,1,12,10.5
2019,19F,PHIL,35.0,1,17,11.0
2016,16S,PHIL,36.0,1,15,12.0
2011,11S,PHIL,37.0,1,27,10.0
2011,11X,PHIL,37.0,1,14,10.0
2011,11F,PHIL,37.0,1,12,10.0
2013,13F,PHIL,37.0,1,12,11.0
2015,15S,PHIL,37.0,1,12,11.0
2018,18S,PHIL,37.0,1,23,11.0
2019,19S,PHIL,37.0,1,21,11.0
2012,12S,PHIL,38.0,1,14,11.0
2017,17S,PHIL,38.0,1,19,12.0
2019,19S,PHIL,4.01,1,29,11.0
2011,11S,PHIL,50.0,1,13,11.0
2011,11X,PHIL,50.0,1,14,10.0
2011,11F,PHIL,50.0,1,14,11.0
2012,12X,PHIL,50.0,1,15,10.0
2012,12F,PHIL,50.0,2,23,10.25
2013,13S,PHIL,50.0,1,12,10.0
2013,13X,PHIL,50.0,1,10,10.5
2013,13F,PHIL,50.0,3,46,11.333333333333334
2014,14F,PHIL,50.0,1,11,11.0
2015,15S,PHIL,7.01,1,16,11.0
2016,16W,PHIL,7.01,1,15,11.0
2017,17W,PHIL,7.01,1,16,11.0
2018,18W,PHIL,7.01,1,16,11.0
2019,19W,PHIL,7.01,1,16,11.0
2020,20W,PHIL,7.01,1,16,11.5
2011,11W,PHIL,80.0,1,11,11.0
2011,11F,PHIL,80.0,1,17,10.0
2012,12W,PHIL,80.0,1,13,12.0
2013,13W,PHIL,80.0,1,12,12.0
2014,14W,PHIL,80.0,1,13,11.0
2014,14S,PHIL,9.01,1,53,11.0
2014,14X,PHIL,9.01,1,50,11.0
2014,14F,PHIL,9.01,1,30,11.0
2015,15F,PHIL,9.01,1,37,11.0
2016,16X,PHIL,9.01,1,32,11.0
2018,18S,PHIL,9.01,1,30,11.0
2018,18X,PHIL,9.01,1,29,11.0
2014,14F,PHIL,9.02,1,23,11.0
2017,17W,PHIL,9.02,1,32,12.0
2018,18W,PHIL,9.02,1,30,11.0
2019,19S,PHIL,9.02,1,30,11.0
2016,16X,PHIL,9.04,1,27,11.0
2015,15X,PHIL,9.06,1,36,10.0
2016,16F,PHIL,9.06,1,32,11.0
2019,19S,PHIL,9.06,1,19,11.0
2016,16F,PHIL,9.07,1,21,10.0
2017,17F,PHIL,9.07,1,14,11.5
2019,19F,PHIL,9.07,1,27,11.0
2017,17X,PHIL,9.08,1,17,11.0
2016,16W,PHIL,13.01,1,15,10.0
2017,17W,PHIL,13.01,1,16,11.0
2019,19W,PHIL,13.01,1,18,11.0
2020,20W,PHIL,13.02,1,14,11.0
2016,16S,PHIL,16.01,1,10,10.5
2019,19S,PHIL,16.01,1,18,10.5
2018,18W,PHIL,16.02,1,17,11.0
2017,17S,PHIL,19.01,1,15,11.0
2018,18S,PHIL,19.02,1,26,11.0
2020,20W,PHIL,23.01,1,17,10.0
2018,18X,PHIL,23.02,1,22,11.0
2018,18F,PHIL,28.02,1,14,11.0
2018,18W,PHIL,29.02,1,23,10.0
2015,15W,PHIL,31.04,1,10,11.0
2019,19W,PHIL,31.04,1,11,11.0
2016,16S,PHIL,31.05,1,21,11.0
2017,17F,PHIL,31.06,1,23,11.0
2019,19X,PHIL,38.01,1,13,12.0
2017,17X,PHIL,45.01,1,12,12.0
2018,18X,PHIL,45.02,1,22,11.0
2019,19X,PHIL,45.03,1,14,11.0
2014,14X,PHIL,50.05,1,23,10.0
2016,16F,PHIL,50.15,1,11,10.0
2015,15F,PHIL,50.17,1,14,11.0
2015,15X,PHIL,50.2,1,17,11.0
2015,15F,PHIL,50.21,1,13,11.0
2017,17X,PHIL,50.21,1,17,11.0
2019,19F,PHIL,50.21,1,19,12.0
2018,18W,PHIL,50.25,1,11,11.0
2018,18F,PHIL,50.27,1,12,11.0
2019,19S,PHIL,50.28,1,18,11.0
2019,19F,PHIL,50.31,1,12,11.0
2019,19S,PHIL,80.05,1,15,12.0
2015,15S,PHIL,80.12,1,11,9.0
2015,15F,PHIL,80.13,1,10,10.5
2016,16W,PHIL,80.15,1,14,12.0
2017,17F,PHIL,80.18,1,11,10.0
2018,18S,PHIL,80.2,1,17,11.0
2019,19W,PHIL,80.22,1,10,11.0
2020,20W,PHIL,80.25,1,15,12.0
2011,11S,PHYS,1.0,1,22,10.0
2012,12S,PHYS,1.0,1,40,10.0
2013,13S,PHYS,1.0,1,50,10.0
2015,15S,PHYS,1.0,1,21,10.0
2016,16S,PHYS,1.0,1,10,9.0
2019,19S,PHYS,1.0,1,16,11.0
2011,11S,PHYS,2.0,1,40,9.0
2012,12S,PHYS,2.0,1,40,10.0
2013,13S,PHYS,2.0,1,50,10.0
2014,14S,PHYS,2.0,1,19,11.0
2015,15S,PHYS,2.0,1,24,11.0
2016,16S,PHYS,2.0,1,18,10.5
2017,17S,PHYS,2.0,1,21,10.0
2018,18S,PHYS,2.0,1,32,12.0
2019,19S,PHYS,2.0,1,27,11.0
2011,11X,PHYS,3.0,1,50,10.5
2011,11F,PHYS,3.0,1,112,11.0
2012,12X,PHYS,3.0,1,53,11.0
2012,12F,PHYS,3.0,1,127,11.0
2013,13X,PHYS,3.0,1,51,11.0
2013,13F,PHYS,3.0,1,111,11.0
2014,14X,PHYS,3.0,1,47,11.0
2014,14F,PHYS,3.0,1,98,11.0
2015,15X,PHYS,3.0,1,38,12.0
2015,15F,PHYS,3.0,1,75,11.0
2016,16X,PHYS,3.0,1,63,12.0
2016,16F,PHYS,3.0,1,91,11.0
2017,17X,PHYS,3.0,1,53,12.0
2017,17F,PHYS,3.0,1,98,11.0
2018,18X,PHYS,3.0,1,83,12.0
2018,18F,PHYS,3.0,1,102,11.0
2019,19X,PHYS,3.0,1,118,10.0
2019,19F,PHYS,3.0,1,67,11.0
2020,20W,PHYS,3.0,1,26,12.0
2011,11W,PHYS,4.0,1,66,10.0
2011,11S,PHYS,4.0,1,48,11.0
2012,12W,PHYS,4.0,1,74,10.0
2012,12S,PHYS,4.0,1,65,11.0
2013,13W,PHYS,4.0,1,87,11.0
2013,13S,PHYS,4.0,1,49,11.0
2014,14W,PHYS,4.0,1,109,11.0
2014,14S,PHYS,4.0,1,39,10.0
2015,15W,PHYS,4.0,1,84,11.0
2015,15S,PHYS,4.0,1,41,11.0
2016,16W,PHYS,4.0,1,59,11.0
2016,16S,PHYS,4.0,1,77,10.0
2017,17W,PHYS,4.0,1,83,11.0
2017,17S,PHYS,4.0,1,33,10.0
2018,18W,PHYS,4.0,1,91,11.0
2018,18S,PHYS,4.0,1,29,10.0
2019,19W,PHYS,4.0,1,91,11.0
2019,19S,PHYS,4.0,1,30,10.0
2020,20W,PHYS,4.0,1,70,11.0
2012,12W,PHYS,5.0,1,41,10.0
2014,14W,PHYS,5.0,1,32,11.0
2016,16W,PHYS,5.0,1,35,10.0
2018,18W,PHYS,5.0,1,15,10.0
2020,20W,PHYS,5.0,1,11,11.0
2011,11S,PHYS,7.0,1,16,10.0
2012,12S,PHYS,7.0,1,16,10.0
2013,13S,PHYS,7.0,1,16,12.0
2014,14W,PHYS,7.0,1,16,11.5
2014,14S,PHYS,7.0,1,16,10.5
2011,11W,PHYS,13.0,2,107,10.0
2011,11F,PHYS,13.0,2,138,10.0
2012,12W,PHYS,13.0,2,162,10.0
2012,12F,PHYS,13.0,2,154,10.0
2013,13W,PHYS,13.0,2,232,9.0
2013,13F,PHYS,13.0,2,166,10.0
2014,14W,PHYS,13.0,2,200,9.0
2014,14F,PHYS,13.0,2,208,10.0
2015,15W,PHYS,13.0,2,154,10.0
2015,15F,PHYS,13.0,2,206,10.0
2016,16W,PHYS,13.0,2,208,10.0
2016,16F,PHYS,13.0,2,150,10.0
2017,17W,PHYS,13.0,2,184,10.0
2017,17F,PHYS,13.0,2,202,10.0
2018,18W,PHYS,13.0,2,192,10.0
2018,18F,PHYS,13.0,2,176,11.0
2019,19W,PHYS,13.0,2,164,11.0
2019,19F,PHYS,13.0,2,188,10.0
2020,20W,PHYS,13.0,2,136,11.0
2011,11W,PHYS,14.0,1,49,11.0
2011,11S,PHYS,14.0,2,92,9.5
2012,12W,PHYS,14.0,1,51,10.0
2012,12S,PHYS,14.0,2,158,11.0
2013,13W,PHYS,14.0,1,41,10.0
2013,13S,PHYS,14.0,2,212,9.0
2014,14W,PHYS,14.0,1,51,11.0
2014,14S,PHYS,14.0,2,182,10.0
2015,15W,PHYS,14.0,1,35,10.0
2015,15S,PHYS,14.0,2,224,10.0
2016,16W,PHYS,14.0,1,64,11.0
2016,16S,PHYS,14.0,2,113,9.5
2017,17W,PHYS,14.0,1,49,9.0
2017,17S,PHYS,14.0,2,218,10.0
2018,18W,PHYS,14.0,1,55,10.0
2018,18S,PHYS,14.0,2,218,10.0
2019,19W,PHYS,14.0,1,46,10.0
2019,19S,PHYS,14.0,2,170,10.0
2020,20W,PHYS,14.0,1,62,10.0
2011,11F,PHYS,15.0,1,14,11.0
2012,12F,PHYS,15.0,1,27,11.0
2013,13F,PHYS,15.0,1,36,11.0
2014,14F,PHYS,15.0,1,41,12.0
2015,15F,PHYS,15.0,1,40,10.0
2016,16F,PHYS,15.0,1,24,11.0
2017,17F,PHYS,15.0,1,25,11.0
2018,18F,PHYS,15.0,1,28,12.0
2019,19F,PHYS,15.0,1,23,11.0
2020,20W,PHYS,15.0,1,18,12.0
2011,11W,PHYS,16.0,1,21,11.0
2013,13W,PHYS,16.0,1,26,11.0
2014,14W,PHYS,16.0,1,29,11.0
2015,15W,PHYS,16.0,1,34,11.0
2016,16W,PHYS,16.0,1,29,10.0
2017,17W,PHYS,16.0,1,18,12.0
2018,18W,PHYS,16.0,1,16,11.0
2019,19W,PHYS,16.0,1,22,11.0
2020,20W,PHYS,16.0,1,12,11.0
2011,11F,PHYS,19.0,1,19,10.0
2012,12F,PHYS,19.0,1,14,10.0
2013,13F,PHYS,19.0,1,20,11.0
2014,14F,PHYS,19.0,1,11,12.0
2015,15S,PHYS,19.0,1,13,12.0
2015,15F,PHYS,19.0,1,11,11.0
2016,16S,PHYS,19.0,1,10,11.0
2016,16F,PHYS,19.0,1,12,10.5
2011,11S,PHYS,24.0,1,17,12.0
2013,13W,PHYS,24.0,1,10,10.5
2013,13S,PHYS,24.0,1,11,11.0
2014,14W,PHYS,24.0,1,14,11.5
2014,14S,PHYS,24.0,1,12,10.5
2015,15S,PHYS,24.0,1,20,11.0
2011,11S,PHYS,30.0,1,17,12.0
2012,12S,PHYS,30.0,1,22,12.0
2013,13S,PHYS,30.0,1,26,12.0
2014,14S,PHYS,30.0,1,32,12.0
2015,15S,PHYS,30.0,1,34,12.0
2016,16S,PHYS,30.0,1,16,11.5
2017,17S,PHYS,30.0,1,17,11.0
2018,18S,PHYS,30.0,1,15,11.0
2019,19S,PHYS,30.0,1,15,11.0
2016,16S,PHYS,31.0,1,10,11.5
2016,16S,PHYS,40.0,1,26,11.0
2017,17S,PHYS,40.0,1,23,9.0
2018,18S,PHYS,40.0,1,20,11.0
2019,19S,PHYS,40.0,1,18,10.5
2019,19F,PHYS,40.0,1,13,12.0
2011,11W,PHYS,41.0,1,21,11.0
2013,13W,PHYS,41.0,1,15,11.0
2014,14W,PHYS,41.0,1,15,11.0
2016,16W,PHYS,41.0,1,26,10.0
2017,17W,PHYS,41.0,1,18,7.0
2018,18W,PHYS,41.0,1,28,10.5
2019,19W,PHYS,41.0,1,11,11.0
2020,20W,PHYS,41.0,1,19,11.0
2011,11X,PHYS,42.0,1,15,10.0
2012,12X,PHYS,42.0,1,14,11.0
2014,14X,PHYS,42.0,1,14,11.5
2015,15X,PHYS,42.0,1,15,12.0
2011,11F,PHYS,43.0,1,16,11.0
2012,12F,PHYS,43.0,1,11,10.0
2013,13F,PHYS,43.0,1,13,10.0
2014,14F,PHYS,43.0,1,16,10.5
2015,15F,PHYS,43.0,1,34,11.0
2016,16F,PHYS,43.0,1,26,11.0
2017,17F,PHYS,43.0,1,27,11.0
2018,18F,PHYS,43.0,1,16,11.0
2019,19F,PHYS,43.0,1,11,11.0
2011,11S,PHYS,44.0,1,21,10.0
2012,12S,PHYS,44.0,1,17,11.0
2013,13S,PHYS,44.0,1,15,11.0
2014,14S,PHYS,44.0,1,14,11.0
2015,15S,PHYS,44.0,1,17,10.0
2016,16X,PHYS,44.0,1,36,11.0
2017,17X,PHYS,44.0,1,21,10.0
2018,18X,PHYS,44.0,1,16,12.0
2019,19X,PHYS,44.0,1,13,10.0
2011,11F,PHYS,47.0,1,11,11.0
2013,13F,PHYS,47.0,1,11,11.0
2011,11W,PHYS,48.0,1,21,10.0
2012,12W,PHYS,48.0,1,34,11.0
2013,13W,PHYS,48.0,1,32,10.5
2014,14W,PHYS,48.0,1,16,11.0
2015,15W,PHYS,48.0,1,23,10.0
2016,16W,PHYS,48.0,1,34,9.0
2017,17W,PHYS,48.0,1,27,9.0
2018,18W,PHYS,48.0,1,23,9.0
2019,19W,PHYS,48.0,1,35,10.0
2020,20W,PHYS,48.0,1,26,9.0
2016,16F,PHYS,50.0,1,22,11.0
2017,17F,PHYS,50.0,1,16,11.0
2018,18F,PHYS,50.0,1,16,10.0
2019,19F,PHYS,50.0,1,14,10.0
2016,16S,PHYS,7.02,1,16,12.0
2015,15W,PHYS,7.03,1,16,11.0
2017,17S,PHYS,7.05,1,16,12.0
2018,18S,PHYS,7.06,1,16,12.0
2019,19S,PHYS,7.06,1,16,12.0
2019,19S,PHYS,7.07,1,16,12.0
2012,12F,PHYS,70.0,1,11,10.0
2017,17F,PHYS,70.0,1,13,11.0
2019,19F,PHYS,70.0,1,11,11.0
2013,13S,PHYS,72.0,1,10,11.5
2017,17S,PHYS,75.0,1,14,11.0
2016,16S,PHYS,76.0,1,15,12.0
2017,17S,PHYS,76.0,1,11,11.0
2014,14S,PHYS,82.0,1,13,11.0
2015,15W,PHYS,90.0,1,12,9.0
2016,16W,PHYS,90.0,1,10,11.0
2015,15S,PHYS,82.01,1,19,12.0
2020,20W,PHYS,82.02,1,14,11.0
2011,11S,PORT,1.0,2,25,11.5
2012,12S,PORT,1.0,1,20,12.0
2013,13S,PORT,1.0,1,19,11.0
2015,15W,PORT,1.0,1,10,12.0
2018,18X,PORT,1.0,1,18,12.0
2020,20W,PORT,1.0,1,14,12.0
2018,18X,PORT,2.0,1,18,12.0
2011,11X,PORT,3.0,1,22,12.0
2012,12X,PORT,3.0,1,12,11.0
2013,13X,PORT,3.0,1,17,11.0
2014,14S,PORT,3.0,1,12,11.0
2018,18F,PORT,3.0,1,10,9.0
2011,11X,PORT,5.0,1,22,10.0
2012,12X,PORT,5.0,1,12,11.5
2013,13X,PORT,5.0,1,17,12.0
2011,11X,PORT,6.0,1,22,12.0
2012,12X,PORT,6.0,1,12,11.0
2013,13X,PORT,6.0,1,17,12.0
2011,11W,PORT,9.0,1,10,9.5
2011,11F,PORT,9.0,1,12,11.0
2014,14X,PORT,9.0,1,10,11.0
2014,14X,PORT,10.0,1,10,11.5
2014,14X,PORT,12.0,1,10,10.5
2011,11S,PORT,20.0,1,11,11.0
2012,12S,PORT,20.0,1,12,12.0
2013,13S,PORT,20.0,1,10,12.0
2014,14F,PORT,62.0,1,11,12.0
2016,16W,PORT,35.01,1,14,12.0
2019,19S,PORT,35.01,1,25,12.0
2011,11W,PSYC,1.0,1,78,8.5
2011,11S,PSYC,1.0,1,82,9.0
2011,11F,PSYC,1.0,1,130,9.0
2012,12W,PSYC,1.0,1,111,10.0
2012,12S,PSYC,1.0,1,71,10.0
2012,12F,PSYC,1.0,1,119,9.0
2013,13W,PSYC,1.0,1,123,9.0
2013,13S,PSYC,1.0,1,99,10.0
2013,13F,PSYC,1.0,1,144,9.0
2014,14W,PSYC,1.0,1,81,10.0
2014,14S,PSYC,1.0,1,91,10.0
2014,14F,PSYC,1.0,1,159,10.0
2015,15W,PSYC,1.0,1,75,10.0
2015,15S,PSYC,1.0,1,79,10.0
2015,15F,PSYC,1.0,1,163,9.0
2016,16W,PSYC,1.0,1,87,10.0
2016,16S,PSYC,1.0,1,52,10.0
2016,16F,PSYC,1.0,1,165,10.0
2017,17W,PSYC,1.0,1,110,10.0
2017,17S,PSYC,1.0,1,60,9.0
2017,17F,PSYC,1.0,1,150,10.0
2018,18S,PSYC,1.0,1,134,10.0
2018,18F,PSYC,1.0,1,192,10.0
2019,19S,PSYC,1.0,1,126,10.0
2019,19F,PSYC,1.0,1,202,11.0
2011,11W,PSYC,6.0,1,139,11.0
2011,11F,PSYC,6.0,1,57,10.0
2012,12W,PSYC,6.0,1,173,11.0
2012,12F,PSYC,6.0,1,84,10.0
2013,13W,PSYC,6.0,1,72,12.0
2013,13F,PSYC,6.0,1,82,10.0
2014,14W,PSYC,6.0,1,111,12.0
